Abbreviated.Name,CO3,IGKC,CO4A,APOA1,IGHM,IGHG1,APOE,IGLL5,CLUS,IGHA1,VTNC,ITIH4,A1AT,APOB,THRB,CO4B,HV305,ANT3,HRG,APOA2,C4BPA,TTHY,IGHG3,A2MG,IGHG2,KV302,LAC2,KNG1,APOC3,HPTR,IPSP,SAMP,GELS,GFAP,TRFE,PRG4,APOC4,A2AP,CFAH,APOA4,HV304,ITIH2,FA5,MUCB,PF4V,HEP2,SEPP1,SAA4,HBB,FHR1,SAA,CD5L,APOH,PLF4,G3P,CO9,IC1,FA11,APOC1,FETUA,KLKB1,APOL1,IGHA2,ITIH1,AMBP,IGJ,IGHG4,HPT,AACT,LBP,PROS,APOC2,SPP24,IBP4,C1R,CBPD,CI174,FA12,HGFA,FA10,VTDB,C1QB,PLMN,HABP2,HV302,C1QC,CFAB,FA9,ANGI,HEMO,HV303,CBPB2,LV403,TLN1,ZPI,C1S,PON1,TRFL,S10A9,HBA,PROC,C4BPB,TFPI1,IBP2,COIA1,KV402,CERU,PROZ,PLEK,ANGT,MYH9,FIBA,H2A1B,DCD,FHR5,TETN,CBPN,KV101,ASPN,LV302,URP2,TSP1,IGF2,APOF,APOA,KCRM,FA7,CFAI,GAS6,KV105,A1AG1,DSG1,FA8,APOA5,CFAD,DEF1,KV104,SDPR,H2A2A,CXCL7,KV201,APOD,S10A8,A1BG,FCN1,FCN2,ITIH3,CRP,PROP,RAP1A,ZA2G,KPYM,CO7,CO6,HV102,IBP5,CAMP,ENPL,RIPK1,FHR2,PIP,ALS,PGRP2,LV102,FILA2,COF1,CO2,LV301,LUM,MARCO,PRAP1,DESP,VIE2,C1QA,LYSC,PGCA,APOM,ITA2B,ORF23,CD180,HV207,RNAS4,FINC,PLAK,CO8A,HV320,CO5,IBP3,OR5BL,NRP1,CYTC,MASP1,PEDF,ITB3,H2B1B,CO8B,PABP4,CALL6,CCL18,KIF2C,AFAM,RARR2,FETUB,UL87,SC24A,FCN3,RDH14,KV204,H2AY,LG3BP,TRAF7,LCAT,NP1L1,IGHD,RL40,PI42A,IGF1,COMP,SPEF2,OR5F1,RBM8A,HV319,MYH10,A4,SYMPK,DERM,MOES,KV303,MUC16,TARSH,A1AG2,OR5L2,LIMS1,TMPS6,KV121,GPX3,BIN2,PASK,KAIN,MASP2,CAP7,EF1A1,NEK11,RETN,S10A7,KV119,POLG,STK33,OR8G1,SYNE2,TBA1A,ABCBB,NFYC,FBN1
G15.Phe.SH,89,5,11,31,0,4,156,1,12,7,91,8,7,11,141,3,0,403,58,19,0,5,1,9,0,0,0,22,0,0,11,1,4,2,0,11,4,9,8,4,0,0,2,0,6,14,5,11,1,5,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.PLL.SH,41,37,97,7,31,33,3,7,19,28,84,9,50,2,262,12,2,30,3,4,175,14,5,57,4,2,10,0,0,3,6,2,0,0,1,0,0,24,0,0,1,178,21,11,0,0,0,0,1,0,0,8,0,0,0,1,5,0,0,0,0,0,2,131,45,2,0,0,2,0,64,0,12,0,0,0,1,0,0,87,1,0,0,135,0,0,0,41,0,0,1,0,1,0,6,0,0,0,0,0,47,8,0,0,0,0,3,26,1,7,0,2,0,0,0,0,0,2,1,1,0,41,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,78,31,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,27,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
G15.PVA,100,39,61,10,49,43,16,18,37,40,40,241,16,2,49,2,8,136,49,0,5,5,11,33,32,3,19,154,4,4,28,0,3,0,5,33,17,6,29,0,1,0,14,2,1,4,2,27,7,7,13,5,7,0,1,0,11,75,0,2,50,0,2,0,0,3,3,0,1,4,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,4,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.PVP,333,61,185,19,32,37,13,18,38,65,85,201,9,31,85,10,2,155,31,0,4,6,14,34,13,3,15,263,17,3,94,2,25,0,2,43,11,15,339,5,2,2,2,0,2,0,1,3,1,15,10,4,75,0,2,0,5,61,1,9,61,1,7,0,0,3,0,0,0,0,0,0,0,4,3,1,0,4,0,0,0,0,6,0,2,1,4,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,10,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,0,0,4,0,0,0,80,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3
G15.SA,261,63,142,63,15,106,38,39,33,44,57,182,21,45,73,2,4,94,41,12,40,8,16,35,33,3,14,143,24,4,43,3,55,1,82,52,11,13,127,31,1,18,3,5,4,11,2,0,5,20,11,0,104,0,1,6,15,52,12,36,48,0,2,8,3,4,12,0,15,13,0,3,0,3,7,0,0,15,0,0,25,2,23,5,1,3,33,0,0,34,0,0,1,0,0,6,6,0,0,0,0,0,0,3,1,1,0,0,0,0,0,10,0,0,0,18,0,0,0,1,0,0,1,2,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,4,1,0,0,0,2,0,0,0,1,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.Ser.SH,104,12,40,9,16,6,138,5,10,9,108,6,8,58,148,2,1,436,24,9,0,5,1,16,0,0,3,22,0,0,16,62,12,2,0,15,2,8,7,0,0,4,0,1,7,17,3,0,0,6,0,1,0,4,2,3,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,5,2,0,0,0,0,0,0,0,0,0,14,0,0,2,0,3,0,0,0,17,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,2,22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.SPP,74,15,45,10,13,9,60,5,10,6,113,30,11,1,121,6,1,210,91,10,8,11,0,13,0,0,2,226,1,1,18,0,11,0,1,13,3,8,20,0,0,0,8,5,8,9,6,0,0,13,0,0,6,3,2,0,1,67,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.T20,179,33,103,67,23,23,61,9,136,56,46,300,27,115,61,1,2,122,21,15,4,6,10,32,8,3,18,93,31,14,33,2,2,0,20,56,19,9,98,20,1,12,23,0,0,0,1,30,10,0,22,0,10,0,2,0,15,7,19,9,32,9,2,3,1,0,2,6,0,24,0,6,0,3,26,2,0,0,0,0,3,0,4,5,0,3,6,0,0,0,0,0,0,0,0,15,51,0,0,5,0,0,0,5,1,0,0,0,0,1,0,4,0,3,0,0,2,0,0,1,0,0,0,10,0,0,0,4,0,0,1,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,27,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.Thr.SH,99,9,28,8,12,6,145,5,11,8,92,5,5,39,134,3,1,420,26,9,0,5,2,14,0,0,3,28,0,0,15,40,7,1,0,14,0,8,7,0,0,4,0,1,6,15,5,0,0,8,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.TP,70,20,60,13,29,19,148,6,8,18,79,7,14,87,190,7,1,260,73,6,199,3,4,16,7,1,8,56,0,2,23,101,4,0,0,20,0,6,0,0,1,2,8,1,13,18,2,0,0,0,0,6,0,6,4,1,0,17,0,0,6,0,3,0,0,0,0,0,0,0,73,0,3,1,0,1,1,7,0,100,0,0,0,1,0,0,0,11,21,0,0,5,0,19,0,0,0,16,2,0,3,15,2,0,0,0,0,11,5,0,14,0,0,0,0,0,1,0,4,0,1,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
G15.Trp.SH,94,9,22,26,5,6,134,2,8,7,95,13,7,15,119,2,0,330,134,18,0,5,0,12,0,0,0,73,0,0,10,0,17,0,0,14,6,7,20,0,0,0,3,0,8,16,6,7,1,8,0,0,0,3,2,1,0,18,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G30.AC,182,39,61,14,45,28,231,5,23,17,120,3,11,60,162,7,1,270,115,12,41,11,10,18,4,2,14,47,0,2,23,88,24,1,0,53,0,4,56,0,1,3,5,5,8,15,3,0,0,22,0,4,0,2,2,15,11,31,0,0,2,2,1,0,0,0,0,0,0,0,3,0,0,2,20,1,3,22,2,0,0,18,5,0,0,14,0,0,10,0,2,6,0,12,0,18,0,23,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,26,0,0,0,2,0,2,97,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,11,0,0,0,0,1,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
G30.AUT,35,23,43,87,17,12,47,1,23,8,208,3,44,33,451,8,1,111,5,9,53,86,0,6,2,0,2,0,1,0,2,0,0,0,3,0,2,16,0,33,0,23,14,2,0,5,0,0,4,0,2,1,0,0,0,0,0,0,0,1,0,0,0,10,5,0,0,0,0,0,61,9,10,0,0,0,0,0,0,159,3,0,0,41,0,0,0,72,0,0,0,0,0,0,3,0,0,0,0,0,58,3,1,0,0,0,1,41,8,0,0,0,0,0,0,0,0,0,3,0,0,5,1,0,0,0,21,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
G30.CALNN,121,22,127,12,5,21,19,3,3,11,136,29,7,2,205,4,1,372,139,6,0,8,9,30,0,2,5,205,1,2,61,75,18,1,0,57,3,9,21,0,0,0,9,0,7,16,4,8,0,14,0,0,3,3,2,0,0,169,0,0,43,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,4,0,0,0,1,3,0,0,0,0,7,0,0,4,0,2,0,0,0,41,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,1,3,0,0,0,0,8,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G30.CFGAILS,282,26,163,30,8,31,73,5,18,14,109,147,7,34,124,2,1,249,95,10,16,9,9,29,4,2,7,227,6,3,48,6,37,1,4,61,14,9,61,9,0,4,11,5,6,17,5,0,5,16,7,0,33,4,3,0,0,165,3,0,43,0,0,0,0,0,0,0,2,4,0,0,0,6,4,0,3,5,6,0,0,2,8,0,0,0,8,0,0,0,0,4,0,0,0,1,0,11,0,0,0,0,1,11,3,0,0,0,0,0,0,4,0,0,18,7,6,0,0,1,2,0,2,0,0,2,0,6,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G30.cPEG5K.SH,95,22,9,18,34,20,10,7,4,17,5,10,27,15,1,1,2,3,16,0,1,11,3,4,7,2,12,9,1,3,0,0,0,2,7,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,3,0,1,1,0,27,3,0,3,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G30.DDT.BDHDA,91,29,16,45,16,34,30,5,35,20,42,2,64,217,40,2,3,53,13,14,0,12,6,15,12,2,7,0,4,9,0,0,4,0,17,1,9,3,0,21,2,12,0,3,0,0,0,18,1,0,1,0,13,0,0,4,0,0,0,1,0,27,0,0,0,0,3,10,2,0,0,5,0,0,2,2,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,5,3,16,0,0,2,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
G30.DDT.CTAB,126,33,21,71,36,15,80,7,45,8,70,10,12,280,121,3,2,249,35,11,1,16,0,0,4,3,9,6,9,3,5,5,10,4,5,5,9,0,0,17,0,0,0,0,0,8,0,40,2,0,8,0,10,0,3,17,0,0,0,0,0,44,1,0,0,0,0,2,0,0,0,9,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G30.DDT.DOTAP,54,32,43,14,29,18,6,7,7,19,178,4,96,57,22,13,1,0,6,8,13,12,3,46,2,1,4,0,3,5,12,2,0,2,10,0,0,37,0,3,0,188,5,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,108,46,0,1,0,3,0,2,0,6,0,0,1,0,0,0,5,0,0,0,203,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,5,0,0,0,12,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
G30.DDT.HDA,104,32,12,101,29,26,70,7,22,21,58,3,64,173,65,3,1,97,28,21,0,15,4,5,4,1,5,0,4,5,4,25,3,3,15,0,11,1,4,23,1,8,7,5,0,5,0,34,5,0,1,0,33,0,1,2,0,0,7,0,0,23,0,0,0,2,2,5,0,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,23,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
G30.LA,81,12,23,11,7,9,131,2,6,9,146,25,7,3,177,5,0,358,201,11,0,10,0,23,3,0,3,169,0,1,16,2,8,1,0,26,16,10,26,0,0,0,42,3,9,21,5,9,0,27,1,0,24,5,3,0,0,123,0,0,23,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,5,0,0,0,3,0,0,0,1,0,4,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,8,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
G30.MAA,161,32,70,19,10,21,80,4,5,18,156,53,8,5,235,6,1,177,98,13,21,5,5,33,2,1,6,362,1,1,23,11,19,0,0,21,1,2,16,0,1,0,4,0,8,0,4,6,0,2,0,0,1,5,1,1,11,206,1,0,56,0,0,0,0,1,0,0,0,0,51,0,6,6,0,1,0,5,1,108,0,0,4,0,0,0,0,41,12,0,1,8,0,7,1,0,0,3,1,0,24,0,2,10,0,0,0,10,3,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,0,1,31,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G30.Met.SH,69,16,45,13,8,16,163,6,6,7,157,18,4,3,243,10,1,412,188,9,4,6,3,13,4,0,6,197,1,0,27,4,7,2,0,13,6,0,17,0,0,0,7,0,13,14,3,10,0,12,0,0,0,8,2,1,0,65,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,6,0,0,0,2,0,0,0,0,0,16,0,0,3,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,10,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
