Abbreviated.Name,CO3,IGKC,CO4A,APOA1,IGHM,IGHG1,APOE,IGLL5,CLUS,IGHA1,VTNC,ITIH4,A1AT,APOB,THRB,CO4B,HV305,ANT3,HRG,APOA2,C4BPA,TTHY,IGHG3,A2MG,IGHG2,KV302,LAC2,KNG1,APOC3,HPTR,IPSP,SAMP,GELS,GFAP,TRFE,PRG4,APOC4,A2AP,CFAH,APOA4,HV304,ITIH2,FA5,MUCB,PF4V,HEP2,SEPP1,SAA4,HBB,FHR1,SAA,CD5L,APOH,PLF4,G3P,CO9,IC1,FA11,APOC1,FETUA,KLKB1,APOL1,IGHA2,ITIH1,AMBP,IGJ,IGHG4,HPT,AACT,LBP,PROS,APOC2,SPP24,IBP4,C1R,CBPD,CI174,FA12,HGFA,FA10,VTDB,C1QB,PLMN,HABP2,HV302,C1QC,CFAB,FA9,ANGI,HEMO,HV303,CBPB2,LV403,TLN1,ZPI,C1S,PON1,TRFL,S10A9,HBA,PROC,C4BPB,TFPI1,IBP2,COIA1,KV402,CERU,PROZ,PLEK,ANGT,MYH9,FIBA,H2A1B,DCD,FHR5,TETN,CBPN,KV101,ASPN,LV302,URP2,TSP1,IGF2,APOF,APOA,KCRM,FA7,CFAI,GAS6,KV105,A1AG1,DSG1,FA8,APOA5,CFAD,DEF1,KV104,SDPR,H2A2A,CXCL7,KV201,APOD,S10A8,A1BG,FCN1,FCN2,ITIH3,CRP,PROP,RAP1A,ZA2G,KPYM,CO7,CO6,HV102,IBP5,CAMP,ENPL,RIPK1,FHR2,PIP,ALS,PGRP2,LV102,FILA2,COF1,CO2,LV301,LUM,MARCO,PRAP1,DESP,VIE2,C1QA,LYSC,PGCA,APOM,ITA2B,ORF23,CD180,HV207,RNAS4,FINC,PLAK,CO8A,HV320,CO5,IBP3,OR5BL,NRP1,CYTC,MASP1,PEDF,ITB3,H2B1B,CO8B,PABP4,CALL6,CCL18,KIF2C,AFAM,RARR2,FETUB,UL87,SC24A,FCN3,RDH14,KV204,H2AY,LG3BP,TRAF7,LCAT,NP1L1,IGHD,RL40,PI42A,IGF1,COMP,SPEF2,OR5F1,RBM8A,HV319,MYH10,A4,SYMPK,DERM,MOES,KV303,MUC16,TARSH,A1AG2,OR5L2,LIMS1,TMPS6,KV121,GPX3,BIN2,PASK,KAIN,MASP2,CAP7,EF1A1,NEK11,RETN,S10A7,KV119,POLG,STK33,OR8G1,SYNE2,TBA1A,ABCBB,NFYC,FBN1
G30.MHDA,74,47,105,14,54,46,27,8,7,40,62,8,28,17,83,11,2,63,153,4,339,9,11,34,12,2,16,42,0,9,4,78,1,0,7,1,1,0,4,0,2,1,0,12,11,4,3,0,0,7,0,10,18,6,0,0,12,22,6,0,4,0,3,1,0,3,3,8,0,0,176,0,4,0,0,1,0,46,0,191,0,0,4,0,1,0,0,133,12,2,1,0,1,0,10,0,0,2,0,0,17,16,2,0,0,1,0,35,4,1,2,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,4,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G30.mPEG20K.SH..LD.,120,11,111,31,6,7,26,1,5,3,2,36,7,40,8,0,1,0,4,7,0,2,0,0,2,2,0,194,40,0,0,3,0,2,0,0,21,0,0,15,0,0,0,0,6,0,0,17,3,0,42,0,0,3,0,0,0,0,15,6,0,1,0,0,0,0,0,0,0,0,0,7,0,0,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G30.MUA,75,46,81,12,55,35,19,10,7,31,62,8,18,54,73,10,2,104,173,7,324,8,9,23,4,2,14,43,0,5,4,93,0,0,0,1,0,8,6,0,1,0,1,12,8,2,2,0,0,15,0,9,0,7,0,0,34,20,0,0,12,0,2,0,1,2,3,0,0,0,164,0,5,0,0,1,0,86,0,229,0,0,10,0,2,0,0,132,12,0,1,0,1,3,15,0,0,10,1,0,17,18,3,0,0,1,0,31,4,0,2,0,0,0,10,0,0,0,3,0,0,4,0,0,0,0,4,0,9,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G30.MUTA,63,39,73,24,29,30,4,8,16,30,73,15,150,63,39,13,1,33,6,7,8,16,7,158,6,2,10,0,1,5,17,0,0,2,24,0,0,41,0,0,2,231,5,10,2,0,0,0,0,0,0,2,0,2,0,0,14,0,0,0,0,0,1,211,73,0,2,5,9,0,0,0,10,0,5,1,0,0,0,5,0,0,0,248,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
G30.NT.F127,59,15,5,84,11,6,157,3,19,4,16,0,7,56,10,1,1,6,0,27,0,4,0,2,1,1,2,0,10,1,0,0,0,2,2,0,15,0,0,75,0,0,0,1,0,0,0,44,4,0,11,0,2,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G30.PAH.SH,109,39,62,55,19,26,37,4,20,30,116,19,61,5,181,10,1,84,36,3,62,43,3,13,2,1,9,46,22,1,1,0,23,1,3,8,1,23,29,40,1,56,20,3,0,0,0,0,1,0,7,0,0,0,0,5,2,0,0,16,0,2,2,25,8,0,0,0,2,0,51,4,0,0,6,0,0,0,0,83,8,0,0,8,0,0,1,46,0,6,0,0,0,0,3,3,0,0,0,0,39,3,1,3,0,0,4,23,9,0,0,22,0,0,0,0,0,0,2,1,0,0,1,0,0,0,9,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G30.Thr.SH,71,17,111,12,10,17,214,4,7,6,179,11,1,0,264,1,6,266,151,6,0,0,2,4,5,0,7,189,0,0,69,125,5,3,0,14,0,0,10,0,0,0,2,0,17,14,1,10,0,5,0,0,0,10,0,0,0,110,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G30.TP,77,43,113,13,57,23,145,8,5,21,74,5,14,84,120,16,4,152,38,11,371,6,6,8,4,2,13,46,0,4,12,197,2,1,1,7,0,0,0,0,1,0,0,7,15,6,1,0,0,1,0,7,0,9,2,6,2,10,0,0,0,0,2,0,0,3,1,0,0,0,133,0,7,0,0,0,0,11,0,166,0,2,0,0,1,4,0,21,13,0,2,0,0,13,1,0,0,2,0,0,11,23,3,0,0,0,0,21,5,0,7,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
G60.AUT,55,34,47,64,14,24,39,7,19,18,177,4,49,31,524,8,1,105,5,8,46,71,4,11,7,1,4,0,1,4,0,0,0,0,10,0,0,8,0,30,0,20,14,4,0,0,0,3,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,5,0,0,55,8,10,0,0,0,0,0,0,211,3,0,0,20,0,0,0,65,0,0,0,0,0,0,2,0,0,0,0,0,65,4,3,0,2,0,2,34,18,0,0,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0,23,0,7,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G60.CIT,275,42,111,47,15,71,35,14,10,32,45,167,14,3,66,1,2,92,76,9,32,5,17,21,27,3,19,229,10,3,37,2,80,0,46,55,12,7,92,20,1,14,0,0,5,9,2,8,5,26,12,0,46,3,2,7,14,123,6,10,55,0,1,7,2,0,5,0,7,0,3,5,0,7,3,1,1,10,4,0,8,3,27,0,0,2,20,0,4,24,2,7,1,0,0,2,0,4,1,0,0,2,2,8,4,0,9,0,0,0,0,23,0,0,0,20,13,0,0,1,0,0,3,0,0,2,0,9,0,1,0,0,0,0,9,0,0,0,0,6,0,0,0,0,6,0,0,0,2,0,0,0,9,8,0,8,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G60.cPEG5K.SH..LD.,111,12,107,38,13,9,19,4,12,10,8,60,0,9,3,2,1,0,1,10,0,1,0,1,2,1,7,239,27,1,1,3,2,2,1,4,11,0,8,13,0,0,0,0,2,0,0,14,0,10,25,0,13,1,0,0,0,0,17,5,0,0,0,0,0,1,0,0,0,1,0,7,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G60.CTAB,175,33,82,66,8,32,39,6,21,36,60,102,47,24,75,2,1,91,54,13,5,11,8,14,4,2,12,154,22,2,39,0,30,1,27,62,11,13,26,41,1,21,5,4,3,7,2,11,3,9,11,0,37,0,2,4,0,106,10,20,37,1,1,10,7,0,1,5,5,19,0,10,0,3,1,1,0,2,2,0,13,0,5,3,0,0,12,0,0,18,0,0,0,0,0,0,2,0,0,0,0,0,2,2,1,0,0,0,0,1,0,9,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G60.CVVIT,102,12,97,12,5,12,133,3,3,10,130,55,2,0,168,3,1,268,147,9,0,9,6,18,3,0,4,212,1,0,46,10,30,1,0,53,10,5,10,0,0,0,15,0,8,18,4,8,0,13,0,0,1,4,2,0,0,206,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,1,8,0,0,0,5,2,0,0,0,0,6,0,0,7,0,2,0,0,0,20,0,0,0,0,2,12,3,0,0,0,0,0,0,0,0,0,5,0,18,0,0,0,1,0,4,0,0,3,0,5,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
G60.DDT.BDHDA,85,28,11,44,15,19,43,2,19,9,43,1,43,177,55,2,1,71,26,11,2,16,4,3,4,1,1,0,5,4,0,7,0,2,11,2,10,0,0,11,1,10,8,0,0,0,0,58,4,0,0,0,40,0,3,5,0,0,2,1,0,21,0,0,0,0,0,5,0,0,3,6,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,7,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
G60.DDT.DOTAP,62,30,56,21,23,27,10,7,6,19,117,2,83,37,10,13,1,0,7,1,3,10,2,31,5,1,5,0,1,4,12,0,0,1,12,0,0,32,0,2,1,100,7,0,2,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,74,26,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,136,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G60.DTNB,81,22,24,12,16,25,24,7,3,21,104,41,30,6,64,3,0,99,145,7,0,7,1,44,3,1,5,327,1,3,18,4,8,0,0,38,1,9,7,0,0,0,3,3,9,5,7,6,0,18,0,0,3,4,1,0,15,145,1,0,53,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,40,3,0,0,0,14,0,0,0,0,0,13,0,1,10,0,13,4,0,0,20,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G60.HDA,73,22,15,96,19,18,66,5,60,10,68,2,101,108,57,2,2,67,2,25,6,25,2,3,0,2,3,0,8,6,0,4,0,2,6,5,16,0,0,59,0,6,4,5,0,0,0,34,7,0,2,0,14,0,2,2,0,0,7,0,0,20,0,0,0,0,0,2,0,0,4,13,0,0,6,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,11,5,40,0,1,5,0,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,0,0,25,2,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
G60.MBA,49,30,40,14,31,18,60,5,4,16,81,9,34,16,334,11,1,106,59,9,169,5,7,4,3,2,6,63,0,0,5,23,0,0,0,6,0,0,0,1,1,0,0,5,6,2,1,0,0,0,0,3,0,3,1,16,6,4,9,0,0,0,0,0,7,1,0,0,0,0,124,1,4,4,0,0,2,32,0,193,0,0,2,0,0,0,0,112,7,0,0,3,0,5,8,0,0,0,1,0,54,9,6,0,0,0,0,37,7,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,29,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G60.MPA,52,31,42,15,32,23,143,6,5,18,66,9,26,16,383,12,1,70,100,10,170,4,6,5,2,3,9,89,0,1,0,26,1,1,0,1,0,2,0,2,1,0,0,9,7,0,3,0,0,0,0,3,0,3,0,40,1,34,0,0,1,0,0,0,6,2,0,0,1,0,115,0,4,1,0,1,0,8,0,220,0,0,0,0,0,0,0,110,7,0,0,0,0,4,6,0,0,0,1,0,58,9,4,0,0,0,0,38,8,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,30,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
G60.mPEG20K.SH,74,12,42,13,10,10,4,4,2,5,2,10,13,27,7,0,1,0,4,3,0,0,0,0,1,2,0,23,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
G60.mPEG5K.SH,78,31,21,33,20,39,16,10,4,12,13,14,20,29,5,3,3,13,7,6,4,3,6,26,8,3,6,5,1,5,0,1,0,8,9,0,2,0,0,0,1,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,5,0,0,5,1,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G60.MUTA,53,42,55,19,34,42,4,7,12,34,57,12,140,26,24,14,1,19,4,7,8,10,7,136,7,2,15,0,2,10,14,0,0,0,28,0,0,38,4,1,2,225,0,10,0,0,0,0,0,0,0,6,0,1,0,0,20,0,0,0,0,0,1,173,67,2,3,10,7,0,1,0,5,0,3,1,0,0,0,9,1,0,0,249,1,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G60.nPEG5K.SH,98,21,27,29,22,18,7,6,4,15,4,19,36,11,0,1,4,7,120,5,1,10,3,12,5,2,7,20,2,4,0,0,0,2,18,0,1,0,0,0,1,0,0,2,0,0,0,3,0,0,1,0,4,0,0,0,0,0,0,6,0,1,0,0,51,2,0,4,1,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
